word,pinyin,meaning_en,level,category,cky_mandatory
材料,cái liào,material,L3,科技知識,
查閱,chá yuè,to consult,L3,科技知識,
構想,gòu xiǎng,to conceive,L3,科技知識,
檔案,dàng àn,file,L3,科技知識,
激光,jī guāng,laser,L3,科技知識,
發問,fā wèn,to question,L3,科技知識,
真空,zhēn kōng,vacuum,L3,科技知識,
研發,yán fā,research and development,L3,科技知識,
研製,yán zhì,to research and manufacture,L3,科技知識,
科技,kē jì,science and technology,L3,科技知識,
科技發明,kē jì fā míng,science and technology invent,L3,科技知識,
精確,jīng què,accurate,L3,科技知識,
細菌,xì jūn,bacterium,L3,科技知識,
緊密,jǐn mì,inseparably close,L3,科技知識,
翻閱,fān yuè,to thumb through,L3,科技知識,
衛星,wèi xīng,satellite,L3,科技知識,
裝置,zhuāng zhì,to install,L3,科技知識,
規劃,guī huà,to draw up a plan,L3,科技知識,
識別,shí bié,to distinguish,L3,科技知識,
資料,zī liào,material,L3,科技知識,
資訊,zī xùn,information,L3,科技知識,
辨識,biàn shí,identification,L3,科技知識,
領域,lǐng yù,domain,L3,科技知識,
實踐,shí jiàn,practice,L3,科技知識,
控制,kòng zhì,to control,L3,科技知識,
新穎,xīn yǐng,lit. new bud,L3,科技知識,
繁殖,fán zhí,to breed,L3,科技知識,
證實,zhèng shí,to confirm,L3,科技知識,
節省,jié shěng,saving,L3,科技知識,
傳播,chuán bō,to disseminate,L3,科技知識,
傳遍,chuán biàn,to spread widely,L3,科技知識,
叩問,kòu wèn,to inquire,L3,科技知識,
干擾,gān rǎo,to disturb,L3,科技知識,
攝錄,shè lù,to film,L3,科技知識,
改良,gǎi liáng,to improve,L3,科技知識,
發射,fā shè,to shoot,L3,科技知識,
發展,fā zhǎn,development,L3,科技知識,
監測,jiān cè,to monitor,L3,科技知識,
繁複,fán fù,complicated,L3,科技知識,
裝載,zhuāng zài,to load,L3,科技知識,
輻射,fú shè,radiation,L3,科技知識,
預測,yù cè,to forecast,L3,科技知識,
時髦,shí máo,in vogue,L3,地點景物,
人來人往,rén lái rén wǎng,person come go,L3,地點景物,
奔流不息,bēn liú bù xī,flow at great speed continually,L3,地點景物,
富強,fù qiáng,rich and powerful,L3,地點景物,
川流不息,chuān liú bù xī,the stream flows without stopping,L3,地點景物,
廣為人知,guǎng wéi rén zhī,wide conduct oneself know,L3,地點景物,
昌盛,chāng shèng,prosperous,L3,地點景物,
波瀾壯闊,bō lán zhuàng kuò,surging forward with great momentum,L3,地點景物,
熱鬧,rè nao,bustling with noise and excitement,L3,地點景物,
現代,xiàn dài,hyundai,L3,地點景物,
穿梭,chuān suō,to travel back and forth,L3,地點景物,
繁榮,fán róng,prosperous,L3,地點景物,
繁華,fán huá,flourishing,L3,地點景物,
繽紛,bīn fēn,vast and various,L3,地點景物,
聞名於世,wén míng yú shì,world-famous,L3,地點景物,
連綿起伏,lián mián qǐ fú,continuous move up and down,L3,地點景物,
錦繡河山,jǐn xiù hé shān,beautiful river ( mountain,L3,地點景物,
聚集,jù jí,to assemble,L3,地點景物,
得天獨厚,dé tiān dú hòu,blessed by heaven,L3,地點景物,
古色古香,gǔ sè gǔ xiāng,interesting and appealing,L3,地點景物,
巧奪天工,qiǎo duó tiān gōng,opportunely seize day work,L3,地點景物,
世外桃源,shì wài táo yuán,peaceful paradise,L3,地點景物,
人間仙境,rén jiān xiān jìng,the human world fairyland,L3,地點景物,
如詩如畫,rú shī rú huà,stunning,L3,地點景物,
山明水秀,shān míng shuǐ xiù,lit. verdant hills and limpid water,L3,地點景物,
湖光山色,hú guāng shān sè,scenic lakes and mountain,L3,地點景物,
蔚為奇觀,wèi wéi qí guān,spectacle,L3,地點景物,
詩情畫意,shī qíng huà yì,picturesque charm,L3,地點景物,
林立,lín lì,to stand in great numbers,L3,地點景物,
風光如畫,fēng guāng rú huà,scene picturesque,L3,地點景物,
烏雲密佈,wū yún mì bù,black cloud name of an ancient state announce,L3,四季,
傾盆大雨,qīng pén dà yǔ,a downpour,L3,四季,
狂風暴雨,kuáng fēng bào yǔ,howling wind and torrential rain,L3,四季,
乍暖還寒,zhà nuǎn - huán hán,alternating between warm and cold,L3,四季,
冰天雪地,bīng tiān xuě dì,a world of ice and snow,L3,四季,
北風怒吼,běi fēng nù hǒu,north wind bellow,L3,四季,
夏日炎炎,xià rì yán yán,summertime scorching,L3,四季,
天寒地凍,tiān hán dì dòng,cold weather,L3,四季,
天朗氣清,tiān lǎng qì qīng,day clear gas qing dynasty of China,L3,四季,
寒氣逼人,hán qì bī rén,cold air pressing,L3,四季,
春光明媚,chūn guāng míng mèi,lovely spring sunshine,L3,四季,
春暖花開,chūn nuǎn huā kāi,old flower open,L3,四季,
春雨綿綿,chūn yǔ mián mián,spring rain continuous,L3,四季,
桃紅柳綠,táo hóng liǔ lǜ,pink willow green,L3,四季,
熱辣辣,rè là là,warm up old,L3,四季,
玉樹銀花,Yù shù yín huā,yushu Tibetan Autonomous Prefecture in Qinghai silver flower,L3,四季,
百花爭妍,bǎi huā zhēng yán,hundred flower strive for beautiful,L3,四季,
萬物爭榮,wàn wù zhēng róng,all things strive for glory,L3,四季,
秋月如鏡,qiū yuè rú jìng,autumn moon as mirror,L3,四季,
秋風颯颯,qiū fēng sà sà,the autumn wind is soughing,L3,四季,
秋高氣爽,qiū gāo qì shuǎng,clear and refreshing autumn weather,L3,四季,
雪花紛飛,xuě huā fēn fēi,snowflake swirl in the air,L3,四季,
電閃雷鳴,diàn shǎn léi míng,lightning flashes thunder rolls,L3,四季,
風雨交加,fēng yǔ jiāo jiā,wind and rain occur at the same time,L3,四季,
黃菊吐豔,huáng jú tǔ yàn,huang Ju spit,L3,四季,
黃葉紛飛,huáng yè fēn fēi,yellow leaf swirl in the air,L3,四季,
烈日當空,liè rì dāng kōng,liege overhead,L3,四季,
風和日麗,fēng hé rì lì,moderate wind,L3,四季,
驕陽似火,jiāo yáng sì huǒ,the sun shines fiercely,L3,四季,
春風送暖,chūn fēng sòng nuǎn,old wind send,L3,四季,
萬紫千紅,wàn zǐ qiān hóng,thousands of purples and reds,L3,四季,
一葉知秋,yī yè zhī qiū,lit. the falling of one leaf heralds the coming of autumn,L3,四季,
千里冰封,qiān lǐ bīng fēng,a thousand miles freeze over,L3,四季,
嘗月,cháng yuè,taste moon,L3,四季,
夏陽酷暑,xià yáng kù shǔ,the Xia or Hsia dynasty c. 2000 BC positive intense heat,L3,四季,
寒冬臘月,hán dōng Là yuè,cold winter twelfth lunar month,L3,四季,
春花秋月,chūn huā qiū yuè,old flower autumn moon,L3,四季,
暑氣蒸人,shǔ qì zhēng rén,heat evaporate person,L3,四季,
暖和,nuǎn huo,warm,L3,四季,
炎天暑月,yán tiān shǔ yuè,flame day heat moon,L3,四季,
熱氣騰騰,rè qì téng téng,piping hot,L3,四季,
瑞雪紛飛,ruì xuě fēn fēi,timely snow swirl in the air,L3,四季,
白雪茫茫,bái xuě máng máng,snow boundless,L3,四季,
萬里飄雪,wàn lǐ piāo xuě,wan Li snow,L3,四季,
秋意深濃,qiū yì shēn nóng,autumn italy old concentrated,L3,四季,
秋色蕭瑟,qiū sè xiāo sè,colors of autumn rustle in the air,L3,四季,
秋風習習,qiū fēng xí xí,autumn wind blowing gently,L3,四季,
赤地千里,chì de qiān lǐ,red -ly a thousand miles,L3,四季,
金風送爽,jīn fēng sòng shuǎng,jurchen Jin dynasty wind send bright,L3,四季,
獎勵,jiǎng lì,to reward,L3,物品,
儲存,chǔ cún,stockpile,L3,物品,
分門別類,fēn mén bié lèi,to organize by categories,L3,物品,
千變萬化,qiān biàn wàn huà,countless changes,L3,物品,
圖文並茂,tú wén bìng mào,diagram language and luxuriant,L3,物品,
學習好夥伴,xué xí hǎo huǒ bàn,learn good,L3,物品,
寓意深遠,yù yì shēn yuǎn,the implied message is deep,L3,物品,
扣人心弦,kòu rén xīn xián,to excite,L3,物品,
擺放,bǎi fàng,to set up,L3,物品,
書寫,shū xiě,to write,L3,物品,
栩栩如生,xǔ xǔ rú shēng,vivid and lifelike,L3,物品,
活生生,huó shēng shēng,real,L3,物品,
派用場,pā yòng chǎng,clique use,L3,物品,
理財,lǐ cái,to manage wealth,L3,物品,
禮物,lǐ wù,gift,L3,物品,
自衛,zì wèi,to defend oneself,L3,物品,
計時,jì shí,to measure time,L3,物品,
記錄,jì lù,to record,L3,物品,
遮擋,zhē dǎng,to shelter,L3,物品,
量度,liáng dù,to measure,L3,物品,
陪伴成長,péi bàn chéng zhǎng,accompany mature,L3,物品,
柔和,róu hé,gentle,L3,物品,
五光十色,wǔ guāng - shí sè,bright and multicolored,L3,物品,
碧綠,bì lǜ,dark green,L3,物品,
金燦燦,jīn càn càn,golden-bright and dazzling,L3,物品,
冗長,rǒng cháng,long and tedious,L3,物品,
可笑,kě xiào,funny,L3,物品,
完整,wán zhěng,complete,L3,物品,
沉悶,chén mèn,oppressive,L3,物品,
深奧,shēn ào,profound,L3,物品,
淺白,qiǎn bái,simple,L3,物品,
艱深,jiān shēn,abstruse,L3,物品,
日新月異,rì xīn yuè yì,daily renewal,L3,物品,
創新,chuàng xīn,to bring forth new ideas,L3,物品,
引人入勝,yǐn rén rù shèng,to enchant,L3,物品,
五色繽紛,wǔ sè bīn fēn,all the colors in profusion,L3,物品,
圓鼓鼓,yuán gǔ gǔ,round and bulging,L3,物品,
神氣活現,shén qì huó xiàn,arrogant appearance,L3,物品,
窄小,zhǎi xiǎo,narrow small,L3,物品,
笨重,bèn zhòng,heavy,L3,物品,
輕飄飄,qīng piāo piāo,light as a feather,L3,物品,
黏,nián,sticky,L3,物品,
乖巧,guāi qiǎo,clever,L3,動物,
伸展,shēn zhǎn,stretching,L3,動物,
兇猛,xiōng měng,fierce,L3,動物,
動彈,dòng tan,to budge,L3,動物,
古怪,gǔ guài,strange,L3,動物,
奄奄一息,yǎn yǎn yī xī,dying,L3,動物,
屏息,bǐng xī,hold one's breath,L3,動物,
抓癢,zhuā yǎng,to scratch an itch,L3,動物,
攀爬,pān pá,to climb,L3,動物,
歪倒,wāi dǎo,askew fall,L3,動物,
活蹦亂跳,huó bèng luàn tiào,to leap and frisk about,L3,動物,
溫順,wēn shùn,docile,L3,動物,
甩,shuǎi,to throw,L3,動物,
翱翔,áo xiáng,to soar,L3,動物,
蕩,dàng,to wash,L3,動物,
蠕動,rú dòng,to wiggle,L3,動物,
躲,duǒ,to hide,L3,動物,
鑽,zuān,to drill,L3,動物,
靈活,líng huó,flexible,L3,動物,
顫動,chàn dòng,to vibrate,L3,動物,
飛翔,fēi xiáng,to circle in the air,L3,動物,
馴良,xùn liáng,docile,L3,動物,
敏捷,mǐn jié,nimble,L3,動物,
生氣勃勃,shēng qì bó bó,full of vitality,L3,動物,
啼,tí,to cry,L3,動物,
搖頭,yáo tóu,to shake one's head,L3,動物,
精湛,jīng zhàn,consummate,L3,動物,
織網,zhī wǎng,weave net,L3,動物,
習性,xí xìng,character acquired through long habit,L3,動物,
靈巧,líng qiǎo,deft,L3,動物,
圓滑,yuán huá,smooth and evasive,L2,性格,
淘氣,táo qì,naughty,L2,性格,
囂張,xiāo zhāng,rampant,L2,性格,
刻苦,kè kǔ,hardworking,L2,性格,
節儉,jié jiǎn,frugal,L2,性格,
聽話,tīng huà,to do what one is told,L2,性格,
老實,lǎo shi,honest,L2,性格,
兇惡,xiōng è,fierce,L2,性格,
出色,chū sè,remarkable,L2,性格,
可愛,kě ài,adorable,L2,性格,
吝嗇,lìn sè,stingy,L2,性格,
堅毅,jiān yì,firm and persistent,L2,性格,
天真,tiān zhēn,naive,L2,性格,
好學,hǎo xué,easy to learn,L2,性格,
孝順,xiào shùn,filial,L2,性格,
守信,shǒu xìn,to keep promises,L2,性格,
智慧,zhì huì,wisdom,L2,性格,
有禮,yǒu lǐ,have gift,L2,性格,
機智,jī zhì,quick-witted,L2,性格,
殘暴,cán bào,brutal,L2,性格,
爽快,shuǎng kuai,refreshed,L2,性格,
率直,shuài zhí,frank,L2,性格,
精明,jīng míng,astute,L2,性格,
自信,zì xìn,to have confidence in oneself,L2,性格,
親切,qīn qiè,amiable,L2,性格,
辛勤,xīn qín,hardworking,L2,性格,
進取,jìn qǔ,to show initiative,L2,性格,
風趣,fēng qù,charm,L2,性格,
馬虎,mǎ hu,careless,L2,性格,
魯莽,lǔ mǎng,hot-headed,L2,性格,
糊塗,hú tu,muddled,L2,性格,
心直口快,xīn zhí kǒu kuài,frank and outspoken,L2,性格,
文靜,wén jìng,gentle and quiet,L2,性格,
沉默寡言,chén mò guǎ yán,habitually silent,L2,性格,
自卑,zì bēi,to have low self-esteem,L2,性格,
友善,yǒu shàn,friendly,L2,性格,
嚴肅,yán sù,solemn,L2,性格,
用心,yòng xīn,motive,L2,性格,
從容,cóng róng,to go easy,L2,性格,
沉着,chén zhuó,steady,L2,性格,
死板,sǐ bǎn,rigid,L2,性格,
上進,shàng jìn,to make progress,L2,性格,
發憤,fā fèn,to make a determined effort,L2,性格,
冰冷,bīng lěng,ice-cold,L2,性格,
友愛,yǒu ài,friendly affection,L2,性格,
盡責,jìn zé,to do one's duty,L2,性格,
禮讓,lǐ ràng,to show consideration for,L2,性格,
細心,xì xīn,meticulous,L2,性格,
親愛,qīn ài,dear,L2,性格,
集中,jí zhōng,to concentrate,L2,性格,
垂頭喪氣,chuí tóu sàng qì,hanging one's head dispiritedly,L2,心理,
沮喪,jǔ sàng,dispirited,L2,心理,
氣憤,qì fèn,indignant,L2,心理,
哀傷,āi shāng,grief,L2,心理,
惱怒,nǎo nù,resentful,L2,心理,
氣沖沖,qì chōng chōng,furious,L2,心理,
興高采烈,xìng gāo cǎi liè,happy and excited,L2,心理,
愁眉不展,chóu méi bù zhǎn,with a worried frown,L2,心理,
閒適,xián shì,leisurely and comfortable,L2,心理,
低落,dī luò,downcast,L2,心理,
傷悲,shāng bēi,sad,L2,心理,
喜孜孜,xǐ zī zī,pleased,L2,心理,
喜氣洋洋,xǐ qì yáng yáng,full of joy,L2,心理,
喜笑顏開,xǐ xiào yán kāi,grinning from ear to ear,L2,心理,
威風,wēi fēng,might,L2,心理,
幸福,xìng fú,happiness,L2,心理,
心曠神怡,xīn kuàng shén yí,lit. heart untroubled,L2,心理,
悲,bēi,sad,L2,心理,
悲傷,bēi shāng,sad,L2,心理,
悲痛,bēi tòng,grieved,L2,心理,
愉快,yú kuài,cheerful,L2,心理,
憂傷,yōu shāng,distressed,L2,心理,
暴跳如雷,bào tiào rú léi,to stamp with fury,L2,心理,
樂不可支,lè bù kě zhī,overjoyed,L2,心理,
樂在其中,lè zài qí zhōng,to take pleasure in sth,L2,心理,
樂而忘返,lào ér wàng fǎn,used in place names and forget return,L2,心理,
歡喜,huān xǐ,happy,L2,心理,
歡天喜地,huān tiān xǐ dì,delighted,L2,心理,
歡樂,huān lè,gaiety,L2,心理,
歡欣,huān xīn,elated,L2,心理,
氣惱,qì nǎo,to be annoyed,L2,心理,
滿心歡喜,mǎn xīn huān xǐ,one's whole heart happy,L2,心理,
痛快,tòng kuài,delighted,L2,心理,
眉飛色舞,méi fēi sè wǔ,smiles of exultation,L2,心理,
笑逐顏開,xiào zhú yán kāi,smile spread across the face,L2,心理,
舒適,shū shì,cozy,L2,心理,
難過,nán guò,to feel sad,L2,心理,
慚愧,cán kuì,ashamed,L2,心理,
苦惱,kǔ nǎo,vexed,L2,心理,
悶悶不樂,mèn mèn bù lè,depressed,L2,心理,
雀躍,què yuè,excited,L2,心理,
心花怒放,xīn huā nù fàng,to burst with joy,L2,心理,
快活,kuài huo,happy,L2,心理,
悲哀,bēi āi,grieved,L2,心理,
愉悅,yú yuè,joyful,L2,心理,
欣喜,xīn xǐ,happy,L2,心理,
自豪,zì háo,proud,L2,心理,
不幸,bù xìng,misfortune,L2,心理,
不服氣,bù fú qì,unwilling to concede,L2,心理,
享受,xiǎng shòu,to enjoy,L2,心理,
可憐,kě lián,pitiful,L2,心理,
哈哈大笑,hā hā dà xiào,to laugh heartily,L2,心理,
怒氣沖天,nù qì chōng tiān,anger soar,L2,心理,
悅目,yuè mù,pleased eye,L2,心理,
悠閒,yōu xián,leisurely,L2,心理,
愁眉苦臉,chóu méi kǔ liǎn,to look anxious,L2,心理,
樂陶陶,lè táo táo,joyful,L2,心理,
為難,wéi nán,to feel embarrassed or awkward,L2,心理,
賞心,shǎng xīn,admire heart,L2,心理,
安慰,ān wèi,to comfort,L2,動作,
撲,pū,to throw oneself at,L2,動作,
掙扎,zhēng zhá,to struggle,L2,動作,
慢吞吞,màn tūn tūn,very slow,L2,動作,
搖,yáo,to shake,L2,動作,
劈,pī,to hack,L2,動作,
悄悄,qiāo qiāo,quiet,L2,動作,
慢慢,màn màn,slowly,L2,動作,
按,àn,to press,L2,動作,
捉,zhuō,to clutch,L2,動作,
捏,niē,to hold between the thumb and fingers,L2,動作,
掏,tāo,to fish out,L2,動作,
撞,zhuàng,to knock against,L2,動作,
撥,bō,to push aside with the hand,L2,動作,
撿,jiǎn,to pick up,L2,動作,
擠,jǐ,to crowd in,L2,動作,
擺,bǎi,to arrange,L2,動作,
攜帶,xié dài,to carry,L2,動作,
溜走,liū zǒu,to slip away,L2,動作,
牽,qiān,to lead along,L2,動作,
用力,yòng lì,to exert oneself physically,L2,動作,
紀錄,jì lù,record,L2,動作,
綁,bǎng,to tie,L2,動作,
緩緩,huǎn huǎn,slowly,L2,動作,
縫,féng,to sew,L2,動作,
踩,cǎi,to step on,L2,動作,
蹭,cèng,to rub against,L2,動作,
輕輕,qīng qīng,lightly,L2,動作,
遞交,dì jiāo,to present,L2,動作,
遮掩,zhē yǎn,to cover,L2,動作,
阻擋,zǔ dǎng,to stop,L2,動作,
靜靜,jìng jìng,still,L2,動作,
飛快,fēi kuài,very fast,L2,動作,
鼓掌,gǔ zhǎng,to applaud,L2,動作,
討論,tǎo lùn,to discuss,L2,動作,
交談,jiāo tán,to discuss,L2,動作,
低聲,dī shēng,in a low voice,L2,動作,
厲聲,lì shēng,stern voice,L2,動作,
叮嚀,dīng níng,to warn,L2,動作,
吵,chǎo,to quarrel,L2,動作,
呻吟,shēn yín,to moan,L2,動作,
咳嗽,ké sou,to cough,L2,動作,
嚷,rǎng,to shout,L2,動作,
囑咐,zhǔ fu,to urge,L2,動作,
回覆,huí fù,to reply,L2,動作,
奔走相告,bēn zǒu xiāng gào,to spread the news,L2,動作,
審問,shěn wèn,to interrogate,L2,動作,
抽泣,chōu qì,to sob spasmodically,L2,動作,
查詢,chá xún,to check,L2,動作,
滔滔不絕,tāo tāo bù jué,to produce a torrent of words,L2,動作,
聊天,liáo tiān,to chat,L2,動作,
自言自語,zì yán zì yǔ,to talk to oneself,L2,動作,
講述,jiǎng shù,to talk about,L2,動作,
議論紛紛,yì lùn fēn fēn,to discuss spiritedly,L2,動作,
針鋒相對,zhēn fēng xiāng duì,to oppose each other with equal harshness,L2,動作,
高聲,gāo shēng,aloud,L2,動作,
東張西望,dōng zhāng xī wàng,to look in all directions,L2,動作,
注視,zhù shì,to look attentively at,L2,動作,
盯,dīng,to watch attentively,L2,動作,
眺望,tiào wàng,to survey the scene from an elevated position,L2,動作,
睜,zhēng,to open,L2,動作,
瞟,piǎo,to cast a glance,L2,動作,
瞧,qiáo,to look at,L2,動作,
瞪,dèng,to open wide,L2,動作,
報答,bào dá,to repay,L2,動作,
慰問,wèi wèn,to express sympathy,L2,動作,
消滅,xiāo miè,to put an end to,L2,動作,
瀏覽,liú lǎn,to skim over,L2,動作,
觀察,guān chá,to observe,L2,動作,
幫助,bāng zhù,assistance,L2,動作,
整理,zhěng lǐ,to arrange,L2,動作,
摔跤,shuāi jiāo,to trip and fall,L2,動作,
搖擺,yáo bǎi,to sway,L2,動作,
跳躍,tiào yuè,to jump,L2,動作,
抓,zhuā,to grab,L2,動作,
審視,shěn shì,to look closely at,L2,動作,
挖掘,wā jué,to excavate,L2,動作,
丟,diū,to lose,L2,動作,
丟掉,diū diào,to lose,L2,動作,
保衛,bǎo wèi,to defend,L2,動作,
偷偷,tōu tōu,stealthily,L2,動作,
凝望,níng wàng,to gaze at,L2,動作,
分辨,fēn biàn,to distinguish,L2,動作,
刺,cī,whoosh,L2,動作,
印,yìn,to print,L2,動作,
參觀,cān guān,to look around,L2,動作,
反抗,fǎn kàng,to resist,L2,動作,
吻,wěn,kiss,L2,動作,
告別,gào bié,to leave,L2,動作,
哭,kū,to cry,L2,動作,
手腳及,shǒu jiǎo jí,hands and feet,L2,動作,
打氣,dǎ qì,to inflate,L2,動作,
扛,gāng,to raise aloft with both hands,L2,動作,
扭,niǔ,to turn,L2,動作,
抱,bào,to hold,L2,動作,
拉,lā,to pull,L2,動作,
拔出,bá chū,pull up go out,L2,動作,
挨,āi,in order,L2,動作,
捕捉,bǔ zhuō,to catch,L2,動作,
捕食,bǔ shí,to prey on,L2,動作,
探訪,tàn fǎng,to seek by inquiry or search,L2,動作,
搬,bān,to move,L2,動作,
撐,chēng,to support,L2,動作,
擁,yōng,to hold in one's arms,L2,動作,
晃,huǎng,to dazzle,L2,動作,
歌舞,gē wǔ,singing and dancing,L2,動作,
歡呼,huān hū,to cheer for,L2,動作,
流淚,liú lèi,to shed tears,L2,動作,
溝通,gōu tōng,to join,L2,動作,
爭,zhēng,to strive for,L2,動作,
織,zhī,to weave,L2,動作,
罵,mà,to scold,L2,動作,
覓食,mì shí,to forage,L2,動作,
讓開,ràng kāi,to get out of the way,L2,動作,
責怪,zé guài,to blame,L2,動作,
趁,chèn,to avail oneself of,L2,動作,
遊玩,yóu wán,to amuse oneself,L2,動作,
遊覽,yóu lǎn,to go sightseeing,L2,動作,
鋸,jū,a saw (,L2,動作,
靜悄悄,jìng qiāo qiāo,extremely quiet,L2,動作,
養,yǎng,to raise,L2,動作,
灰白,huī bái,ash-colored,L2,外貌,
劉海,liú hǎi,bangs,L2,外貌,
圓圓,yuán yuán,circle,L2,外貌,
如花似玉,rú huā sì yù,delicate as a flower,L2,外貌,
娃娃臉,wá wa liǎn,baby face,L2,外貌,
小平頭,xiǎo píng tóu,small flattop,L2,外貌,
小酒窩,xiǎo jiǔ wō,small dimple,L2,外貌,
尖削,jiān xiāo,pointed peel with a knife,L2,外貌,
披頭散髮,pī tóu sàn fà,with dishevelled hair,L2,外貌,
方正,fāng zhèng,clear and square,L2,外貌,
柔滑,róu huá,soft,L2,外貌,
滿臉皺紋,mǎn liǎn zhòu wén,across one's whole face wrinkle,L2,外貌,
瓜子臉,guā zǐ liǎn,oval face,L2,外貌,
稀疏,xī shū,sparse,L2,外貌,
端莊,duān zhuāng,dignified,L2,外貌,
紅光滿面,gōng guāng mǎn miàn,red light across one's whole face,L2,外貌,
臉腫額青,liǎn zhǒng é qīng,face swell forehead green,L2,外貌,
蘋果臉,píng guǒ liǎn,apple face,L2,外貌,
馬尾辮,mǎ wěi biàn,ponytail,L2,外貌,
鵝蛋臉,é dàn liǎn,goose egg face,L2,外貌,
高大,gāo dà,tall,L2,外貌,
不胖不瘦,bù pán bù shòu,no healthy thin,L2,外貌,
不高不矮,bù gāo bù ǎi,no high short,L2,外貌,
健碩,jiàn shuò,well-built,L2,外貌,
嬌小,jiāo xiǎo,petite,L2,外貌,
強壯,qiáng zhuàng,strong,L2,外貌,
清瘦,qīng shòu,meager,L2,外貌,
瘦削,shòu xuē,slim,L2,外貌,
白嫩,bái nèn,fair,L2,外貌,
白裡透紅,bái lǐ tòu hóng,white lining rosy,L2,外貌,
矮小,ǎi xiǎo,short and small,L2,外貌,
纖瘦,xiān shòu,slender,L2,外貌,
虎背熊腰,hǔ bèi xióng yāo,back of a tiger and waist of a bear,L2,外貌,
長長,cháng cháng,length,L2,外貌,
短短,duǎn duǎn,short,L2,外貌,
濃密,nóng mì,thick,L2,外貌,
秀美,xiù měi,elegant,L2,外貌,
秀麗,xiù lì,pretty,L2,外貌,
瘦,shòu,thin,L2,外貌,
紅彤彤,hóng tōng tōng,bright red,L2,外貌,
蓬鬆,péng sōng,fluffy,L2,外貌,
豐滿,fēng mǎn,ample,L2,外貌,
烏黑,wū hēi,jet-black,L2,外貌,
圓滾滾,yuán gǔn gǔn,plump,L2,外貌,
俊俏,jùn qiào,attractive and intelligent,L2,外貌,
披肩長髮,pī jiān cháng fà,cape long hair,L2,外貌,
滿臉雀斑,mǎn liǎn què bān,across one's whole face freckles,L2,外貌,
滿頭白髮,mǎn tóu bái fà,manchu ethnic group head white or gray hair,L2,外貌,
胖,pán,healthy,L2,外貌,
作家,zuò jiā,author,L2,人物,
傭人,yōng rén,servant,L2,人物,
同學,tóng xué,to study at the same school,L2,人物,
哥哥,gē ge,older brother,L2,人物,
園丁,yuán dīng,gardener,L2,人物,
外公,wài gōng,mother's father,L2,人物,
奶奶,nǎi nai,grandma,L2,人物,
姐姐,jiě jie,older sister,L2,人物,
媽媽,mā ma,mama,L2,人物,
小販,xiǎo fàn,peddler,L2,人物,
工程師,gōng chéng shī,engineer,L2,人物,
廚師,chú shī,cook,L2,人物,
建築工人,jiàn zhù gōng rén,construction worker,L2,人物,
攝影師,shè yǐng shī,photographer,L2,人物,
救護員,jiù hù yuán,rescue person engaged in a certain field of activity,L2,人物,
會計師,kuài jì shī,accountant,L2,人物,
校工,jiào gōng,check work,L2,人物,
校長,xiào zhǎng,president,L2,人物,
歌手,gē shǒu,singer,L2,人物,
消防員,xiāo fáng yuán,firefighter,L2,人物,
清潔工人,qīng jié gōng rén,cleaner person,L2,人物,
演員,yǎn yuán,actor,L2,人物,
爸爸,bà ba,father,L2,人物,
爺爺,yé ye,father's father,L2,人物,
畫家,huà jiā,painter,L2,人物,
老師,lǎo shī,teacher,L2,人物,
菜市小販,cài shì xiǎo fàn,food market peddler,L2,人物,
記者,jì zhě,reporter,L2,人物,
設計師,shè jì shī,designer,L2,人物,
警察,jǐng chá,police,L2,人物,
護士,hù shi,nurse,L2,人物,
農夫,nóng fū,peasant,L2,人物,
郵遞員,yóu dì yuán,mailman,L2,人物,
醫生,yī shēng,doctor,L2,人物,
飛行員,fēi xíng yuán,pilot,L2,人物,
化學用品,huà xué yòng pǐn,chemistry articles for use,L2,環境保護,
廢氣,fèi qì,exhaust gas,L2,環境保護,
排放,pái fàng,to arrange in order,L2,環境保護,
毀壞,huǐ huài,to damage,L2,環境保護,
污染,wū rǎn,to pollute,L2,環境保護,
沙漠化,shā mò huà,desertification,L2,環境保護,
生態環境,shēng tài huán jìng,ecosystem,L2,環境保護,
酸雨,suān yǔ,acid rain,L2,環境保護,
濫用,làn yòng,to misuse,L2,環境保護,
地球,dì qiú,the earth,L2,環境保護,
污水,wū shuǐ,sewage,L2,環境保護,
空氣,kōng qì,air,L2,環境保護,
資源,zī yuán,natural resource,L2,環境保護,
光,guāng,light,L2,環境保護,
冰川,bīng chuān,glacier,L2,環境保護,
天氣,tiān qì,weather,L2,環境保護,
成的環境問題,chéng de huán jìng wèn tí,resulting environmental problem,L2,環境保護,
暖化,nuǎn huà,warming,L2,環境保護,
枯竭,kū jié,used up,L2,環境保護,
極端,jí duān,extreme,L2,環境保護,
樹林,shù lín,woods,L2,環境保護,
水質,shuǐ zhì,water quality,L2,環境保護,
消失,xiāo shī,to disappear,L2,環境保護,
瀕危,bīn wēi,endangered,L2,環境保護,
物種,wù zhǒng,species,L2,環境保護,
砍伐,kǎn fá,to hew,L2,環境保護,
耗損,hào sǔn,to waste,L2,環境保護,
肆意,sì yì,wantonly,L2,環境保護,
臭氧層,chòu yǎng céng,ozone layer,L2,環境保護,
融化,róng huà,to melt,L2,環境保護,
銳減,ruì jiǎn,steep decline,L2,環境保護,
領悟,lǐng wù,to understand,L2,人生哲理,
鼓勵,gǔ lì,to encourage,L2,人生哲理,
充實,chōng shí,rich,L2,人生哲理,
